Initial Hire Date,Date in Position,Fair Labor Standards Act (FLSA) ,Base Salary
1/8/2018,1/8/2018,Nonexempt,"55,264.33"
9/3/2019,9/3/2019,Nonexempt,"55,264.33"
1/8/2003,1/8/2003,Nonexempt,"77,892.16"
11/30/2015,11/30/2015,Nonexempt,"76,138.83"
12/8/2000,2/23/2004,Nonexempt,"77,892.16"
11/16/1992,1/19/2019,Exempt,"117,709.31"
7/8/2023,7/8/2023,Nonexempt,"53,942.20"
9/3/2019,9/3/2019,Nonexempt,"55,264.33"
7/6/2020,7/6/2020,Nonexempt,"55,264.33"
5/1/1986,5/15/1996,Nonexempt,"81,787.33"
4/26/1999,7/20/2008,Nonexempt,"75,993.28"
1/8/2007,6/8/2008,Nonexempt,"82,221.75"
7/8/2009,7/2/2010,Nonexempt,"65,606.54"
1/5/2009,1/5/2009,Nonexempt,"70,609.02"
1/8/2003,1/8/2003,Nonexempt,"77,892.16"
4/8/2013,4/8/2013,Nonexempt,"65,606.54"
8/2/2021,8/2/2021,Nonexempt,"55,264.33"
7/8/2023,7/8/2023,Nonexempt,"53,942.20"
1/4/1988,10/23/2005,Nonexempt,"112,590.06"
1/23/2008,9/23/2008,Nonexempt,"70,609.02"
10/15/2018,10/15/2018,Nonexempt,"55,264.33"
8/12/1996,12/4/2017,Nonexempt,"65,606.54"
1/10/2011,9/11/2021,Nonexempt,"89,467.94"
7/7/2014,7/7/2014,Nonexempt,"60,957.87"
7/7/2014,7/7/2014,Nonexempt,"69,253.15"
9/3/2019,9/3/2019,Nonexempt,"64,129.76"
7/6/2020,7/6/2020,Nonexempt,"64,129.76"
7/18/2005,7/6/2024,Exempt,"106,702.30"
7/5/2022,7/5/2022,Nonexempt,"55,264.33"
7/8/2023,7/8/2023,Nonexempt,"53,942.20"
1/11/2010,1/11/2010,Nonexempt,"65,606.54"
1/7/2002,3/23/2019,Exempt,"114,838.60"
7/21/2003,7/21/2003,Nonexempt,"77,892.16"
9/15/2008,4/22/2023,Nonexempt,"94,830.94"
7/18/2005,4/15/2024,Nonexempt,"86,014.17"
7/8/2024,7/8/2024,Nonexempt,"46,396.00"
5/8/2021,9/18/2021,Nonexempt,"46,758.20"
1/11/2010,4/15/2024,Nonexempt,"104,613.08"
1/10/2011,1/10/2011,Nonexempt,"65,606.54"
7/5/2022,7/5/2022,Nonexempt,"55,264.33"
1/8/2003,1/8/2003,Nonexempt,"75,993.28"
7/8/2024,7/8/2024,Nonexempt,"46,396.00"
4/19/1999,4/19/1999,Nonexempt,"77,892.16"
7/18/2005,7/8/2024,Exempt,"124,144.00"
7/6/2020,7/6/2020,Nonexempt,"64,129.76"
7/19/2004,7/19/2004,Nonexempt,"70,609.02"
7/8/2024,7/8/2024,Nonexempt,"46,396.00"
1/8/2018,1/8/2018,Nonexempt,"55,264.33"
7/10/2000,7/10/2000,Nonexempt,"80,216.50"
7/8/2024,7/8/2024,Nonexempt,"46,396.00"
7/21/2003,6/29/2015,Nonexempt,"92,517.80"
7/21/2003,7/21/2003,Nonexempt,"77,892.16"
11/5/2012,11/5/2012,Nonexempt,"81,944.08"
7/5/2022,7/5/2022,Nonexempt,"55,264.33"
9/11/2006,3/25/2013,Nonexempt,"46,985.93"
7/8/2023,7/8/2023,Nonexempt,"53,942.20"
1/10/2011,4/21/2024,Nonexempt,"83,129.76"
10/10/2016,10/10/2016,Nonexempt,"62,777.25"
1/7/2002,1/7/2002,Nonexempt,"77,892.16"
3/20/2006,3/20/2006,Nonexempt,"70,609.02"
10/9/2000,9/10/2012,Nonexempt,"42,552.83"
1/7/2002,1/7/2002,Nonexempt,"88,192.69"
2/8/2007,2/8/2007,Nonexempt,47.72
7/19/2004,3/10/2018,Nonexempt,"92,517.80"
8/2/2021,8/2/2021,Nonexempt,"55,264.33"
10/15/2018,10/15/2018,Nonexempt,"55,264.33"
1/11/2010,8/11/2024,Nonexempt,"81,102.12"
7/8/2024,7/8/2024,Nonexempt,"46,396.00"
9/1/1987,3/3/2020,Exempt,"143,883.18"
7/19/2005,7/19/2005,Nonexempt,"70,984.09"
4/8/2013,8/13/2024,Nonexempt,"89,467.94"
7/21/2003,7/21/2003,Nonexempt,"90,681.53"
7/6/2020,7/6/2020,Nonexempt,"55,264.33"
11/2/1992,6/23/2007,Nonexempt,"102,061.46"
7/5/2022,7/5/2022,Nonexempt,"55,264.33"
11/16/1979,11/16/2006,Nonexempt,"92,893.32"
8/12/1996,4/8/2011,Nonexempt,"77,892.16"
7/6/2020,7/6/2020,Nonexempt,"65,731.94"
1/8/2003,1/8/2003,Nonexempt,"77,892.16"
7/5/2022,7/5/2022,Nonexempt,"55,264.33"
10/10/1994,5/15/1996,Nonexempt,"92,893.32"
1/8/2003,1/8/2003,Nonexempt,"92,893.32"
7/6/2020,7/6/2020,Nonexempt,"61,082.57"
1/7/2002,1/7/2002,Nonexempt,"75,993.28"
11/30/1987,12/23/1998,Nonexempt,"66,326.43"
8/12/1996,10/10/2020,Nonexempt,"104,613.08"
9/3/2019,9/3/2019,Nonexempt,"64,129.76"
7/10/2000,7/10/2000,Nonexempt,"77,892.16"
11/23/1994,3/6/2021,Nonexempt,"99,572.54"
1/8/2007,4/14/2024,Nonexempt,"99,572.54"
2/23/2004,4/15/2024,Exempt,"117,709.31"
8/12/1996,10/5/2006,Nonexempt,"102,061.46"
1/10/2011,1/10/2011,Nonexempt,"70,609.02"
5/2/1983,7/8/2011,Exempt,"136,311.57"
7/8/2023,7/8/2023,Nonexempt,"53,942.20"
7/18/2005,7/18/2005,Nonexempt,"83,992.99"
1/7/2013,7/30/2024,Nonexempt,"94,830.94"
8/2/2021,8/2/2021,Nonexempt,"55,264.33"
7/8/2023,7/8/2023,Nonexempt,"53,942.20"
1/11/2010,4/21/2024,Nonexempt,"81,102.12"
4/8/2013,4/21/2024,Nonexempt,"83,129.76"
1/8/2007,2/4/2023,Nonexempt,"104,613.08"
9/15/2008,9/15/2008,Nonexempt,"70,609.02"
10/29/2001,10/29/2001,Nonexempt,"86,333.00"
7/10/2000,7/10/2000,Nonexempt,"75,993.28"
1/5/2009,11/21/2020,Nonexempt,"81,944.08"
7/8/2002,9/24/2022,Nonexempt,"93,941.96"
7/10/2000,3/23/2019,Nonexempt,"109,843.96"
9/15/2008,9/15/2008,Nonexempt,"65,606.54"
9/15/2008,9/15/2008,Nonexempt,"78,042.19"
8/12/1996,7/6/2024,Exempt,"127,247.38"
8/12/1996,3/28/1997,Nonexempt,"77,892.16"
9/15/2008,9/15/2008,Nonexempt,"65,606.54"
10/27/2016,8/11/2024,Nonexempt,"71,775.52"
7/8/2023,7/8/2023,Nonexempt,"53,942.20"
9/3/2019,9/3/2019,Nonexempt,"55,264.33"
3/20/2006,4/13/2024,Exempt,"106,702.30"
1/8/2003,1/8/2003,Nonexempt,"92,893.32"
1/11/2010,1/11/2010,Nonexempt,"70,609.02"
6/26/1995,4/10/2021,Exempt,"109,369.24"
7/14/2023,7/14/2023,Nonexempt,"53,942.20"
1/22/2019,1/22/2019,Nonexempt,"78,042.19"
7/19/2004,7/19/2004,Nonexempt,"75,993.28"
1/8/2007,7/27/2024,Nonexempt,"92,517.80"
1/8/2007,3/6/2021,Nonexempt,"96,289.81"
1/10/2011,9/24/2022,Nonexempt,"93,941.96"
1/10/2005,1/10/2005,Nonexempt,"70,609.02"
7/6/2020,7/6/2020,Nonexempt,"55,264.33"
1/10/2011,3/6/2021,Nonexempt,"71,775.52"
7/8/2024,7/8/2024,Nonexempt,"46,396.00"
1/7/2013,4/20/2024,Nonexempt,"93,941.96"
1/8/2018,1/8/2018,Nonexempt,"55,264.33"
1/9/2012,1/9/2012,Nonexempt,"65,606.54"
7/8/2023,7/8/2023,Nonexempt,"53,942.20"
7/18/2005,7/18/2005,Nonexempt,"70,609.02"
7/8/2023,7/8/2023,Nonexempt,"53,942.20"
7/8/2023,7/8/2023,Nonexempt,"53,942.20"
1/7/2013,1/7/2013,Nonexempt,"65,606.54"
7/8/2024,7/8/2024,Nonexempt,"46,396.00"
1/4/1988,6/3/2024,Exempt,"149,538.87"
7/8/2023,7/8/2023,Nonexempt,"53,942.20"
8/2/2021,8/2/2021,Nonexempt,"55,264.33"
8/9/2021,8/9/2021,Nonexempt,"55,264.33"
1/7/2002,1/7/2002,Nonexempt,"92,893.32"
7/21/2003,6/3/2023,Nonexempt,"96,289.81"
10/10/2016,10/10/2016,Nonexempt,"60,957.87"
1/9/2012,11/18/2023,Nonexempt,"70,744.49"
3/20/2006,1/11/2010,Nonexempt,"70,609.02"
8/12/1996,9/22/2017,Nonexempt,"96,289.81"
7/5/2022,7/5/2022,Nonexempt,"55,264.33"
11/30/2015,11/30/2015,Nonexempt,"76,138.83"
1/8/2007,1/8/2007,Nonexempt,"70,609.02"
5/9/2014,10/12/2019,Nonexempt,"55,264.33"
9/3/2019,9/3/2019,Nonexempt,"55,264.33"
7/18/2005,7/23/2022,Nonexempt,"78,042.19"
7/6/2020,7/6/2020,Nonexempt,"55,264.33"
7/22/2013,10/10/2016,Nonexempt,"60,957.87"
1/10/2005,1/10/2005,Nonexempt,"70,609.02"
11/23/2016,7/5/2022,Nonexempt,"55,264.33"
1/7/2013,8/10/2024,Nonexempt,"71,775.52"
1/11/2010,7/28/2024,Nonexempt,"92,517.80"
7/6/2020,7/6/2020,Nonexempt,"64,129.76"
7/6/2020,7/6/2020,Nonexempt,"55,264.33"
1/8/2007,8/13/2015,Nonexempt,"81,102.12"
7/18/2005,5/6/2023,Nonexempt,"96,289.81"
12/1/2014,12/1/2014,Nonexempt,"70,744.49"
7/5/2022,7/5/2022,Nonexempt,"55,264.33"
4/8/2013,4/8/2013,Nonexempt,"65,606.54"
3/5/2018,3/5/2018,Nonexempt,"55,264.33"
7/5/2022,7/5/2022,Nonexempt,"55,264.33"
7/19/2004,7/19/2004,Nonexempt,"70,609.02"
7/8/2002,4/15/2024,Exempt,"109,369.24"
4/8/2013,4/8/2013,Nonexempt,"65,606.54"
1/9/2017,10/15/2018,Nonexempt,"55,264.33"
1/7/2013,1/7/2013,Nonexempt,"65,606.54"
1/9/2012,7/28/2024,Nonexempt,"94,830.94"
6/22/2006,11/21/2020,Nonexempt,"70,744.49"
7/8/2002,11/9/2019,Exempt,"114,838.60"
7/7/2014,2/12/2022,Nonexempt,"89,467.94"
10/24/2016,10/24/2016,Nonexempt,"67,375.55"
7/5/2022,7/5/2022,Nonexempt,"55,264.33"
7/8/2023,7/8/2023,Nonexempt,"53,942.20"
7/8/2023,7/8/2023,Nonexempt,"53,942.20"
9/3/2019,9/3/2019,Nonexempt,"55,264.33"
7/6/2020,7/6/2020,Nonexempt,"61,082.57"
11/2/2015,11/2/2015,Nonexempt,"70,744.49"
4/8/2013,4/8/2013,Nonexempt,"65,606.54"
7/8/2024,7/8/2024,Nonexempt,"46,396.00"
7/8/2024,7/8/2024,Nonexempt,"46,396.00"
7/18/2005,7/18/2005,Nonexempt,"76,397.47"
10/10/2016,10/10/2016,Nonexempt,"60,957.87"
1/10/2005,1/10/2005,Nonexempt,"70,609.02"
7/5/2022,7/5/2022,Nonexempt,"55,264.33"
7/5/2022,7/5/2022,Nonexempt,"61,082.57"
7/18/2005,7/18/2005,Nonexempt,"70,984.09"
7/6/2020,7/6/2020,Nonexempt,"55,264.33"
7/6/2020,7/6/2020,Nonexempt,"55,264.33"
3/5/2018,10/15/2018,Nonexempt,"55,264.33"
10/15/2018,10/15/2018,Nonexempt,"65,731.94"
7/5/2022,7/5/2022,Nonexempt,"55,264.33"
12/1/2014,12/1/2014,Nonexempt,"70,744.49"
7/6/2022,7/6/2022,Nonexempt,"55,264.33"
7/5/2022,7/5/2022,Nonexempt,"55,264.33"
7/19/2004,7/19/2004,Nonexempt,"77,892.16"
10/15/2018,10/15/2018,Nonexempt,"55,264.33"
9/6/2005,5/23/2008,Nonexempt,"82,221.75"
6/9/2007,9/3/2019,Nonexempt,"55,264.33"
10/24/2016,7/15/2017,Nonexempt,"60,957.87"
1/7/2013,1/7/2013,Nonexempt,"70,744.49"
1/8/2018,1/8/2018,Nonexempt,"55,264.33"
7/5/2022,7/5/2022,Nonexempt,"55,264.33"
1/8/2018,1/8/2018,Nonexempt,"55,264.33"
8/2/2021,8/2/2021,Nonexempt,"55,264.33"
7/6/2020,7/6/2020,Nonexempt,"65,731.94"
5/23/1998,9/23/2008,Nonexempt,"70,609.02"
2/23/2004,3/23/2008,Nonexempt,"81,944.08"
8/2/2021,8/2/2021,Nonexempt,"55,264.33"
1/8/2007,1/8/2007,Nonexempt,"88,192.69"
1/16/1985,5/15/1996,Nonexempt,"81,787.33"
2/23/2004,7/30/2024,Nonexempt,"94,830.94"
7/8/2002,7/8/2002,Nonexempt,"75,993.28"
7/18/2005,7/18/2005,Nonexempt,"92,893.32"
1/11/2010,4/23/2024,Nonexempt,"89,467.94"
9/1/2004,8/8/2020,Nonexempt,"92,517.80"
8/12/1996,10/5/2006,Nonexempt,"102,061.46"
7/5/2022,7/5/2022,Nonexempt,"55,264.33"
7/8/2023,7/8/2023,Nonexempt,"53,942.20"
3/20/2006,3/20/2006,Nonexempt,"70,609.02"
8/2/2021,8/2/2021,Nonexempt,"55,264.33"
7/18/2005,4/22/2023,Nonexempt,"94,830.94"
9/15/2008,4/16/2024,Nonexempt,"94,830.94"
1/11/2010,2/8/2016,Nonexempt,"81,944.08"
7/8/2024,7/8/2024,Nonexempt,"46,396.00"
8/2/2021,8/2/2021,Nonexempt,"55,264.33"
7/8/2023,7/8/2023,Nonexempt,"53,942.20"
7/8/2023,7/8/2023,Nonexempt,"53,942.20"
8/12/1996,9/22/2017,Nonexempt,"93,941.96"
8/12/1996,3/28/1997,Nonexempt,"81,787.33"
7/9/2007,7/9/2007,Exempt,"60,671.60"
7/8/2024,7/8/2024,Nonexempt,"46,396.00"
7/6/2020,7/6/2020,Nonexempt,"55,264.33"
1/10/2005,10/23/2007,Nonexempt,"74,533.29"
1/10/2005,1/10/2005,Nonexempt,"70,609.02"
7/5/2022,7/5/2022,Nonexempt,"55,264.33"
7/6/2020,7/6/2020,Nonexempt,"55,264.33"
7/6/2020,7/6/2020,Nonexempt,"55,264.33"
4/1/2008,9/23/2012,Exempt,"66,358.30"
7/18/2005,7/31/2024,Nonexempt,"83,129.76"
8/2/2021,8/2/2021,Nonexempt,"55,264.33"
1/8/2007,1/8/2007,Nonexempt,"81,944.08"
1/7/2013,9/24/2022,Nonexempt,"93,941.96"
11/2/2015,2/25/2023,Nonexempt,"76,138.83"
10/10/2016,10/10/2016,Nonexempt,"62,777.25"
7/18/2005,4/13/2019,Nonexempt,"87,285.80"
7/18/2005,7/18/2005,Nonexempt,"83,992.99"
9/15/2008,11/9/2019,Nonexempt,"81,102.12"
4/26/1999,3/6/2021,Nonexempt,"93,941.96"
10/29/2001,10/29/2001,Nonexempt,"75,993.28"
7/18/2005,9/22/2017,Nonexempt,"93,941.96"
7/7/2014,7/7/2014,Nonexempt,"60,957.87"
5/3/1982,1/19/2019,Nonexempt,"112,590.06"
7/10/2000,1/19/2019,Exempt,"114,838.60"
4/8/2013,4/20/2024,Nonexempt,"93,941.96"
7/21/2003,3/10/2018,Nonexempt,"96,289.81"
5/8/2006,4/21/2024,Nonexempt,"75,356.22"
1/5/2009,1/5/2009,Nonexempt,"78,042.19"
7/6/2020,7/6/2020,Nonexempt,"55,264.33"
9/3/2019,9/3/2019,Nonexempt,"55,264.33"
1/8/2007,9/15/2008,Nonexempt,"70,609.02"
1/5/2009,1/5/2009,Nonexempt,"83,992.99"
2/7/2005,2/7/2005,Nonexempt,"77,892.16"
7/8/2023,7/8/2023,Nonexempt,"53,942.20"
11/13/2001,11/13/2001,Nonexempt,"88,192.69"
7/8/2023,7/8/2023,Nonexempt,"53,942.20"
10/10/2016,10/10/2016,Nonexempt,"60,957.87"
7/8/2024,7/8/2024,Nonexempt,"46,396.00"
2/23/2004,7/10/2021,Nonexempt,"104,613.08"
1/9/2012,1/9/2012,Nonexempt,"65,606.54"
7/8/2024,7/8/2024,Nonexempt,"46,396.00"
1/23/2008,3/4/2024,Nonexempt,"90,397.51"
7/8/2023,7/8/2023,Nonexempt,"53,942.20"
7/5/2022,7/5/2022,Nonexempt,"61,082.57"
7/8/2023,7/8/2023,Nonexempt,"53,942.20"
9/15/2008,11/13/2021,Nonexempt,"92,517.80"
7/10/2000,1/27/2024,Exempt,"133,689.69"
7/19/2004,7/19/2004,Nonexempt,"77,892.16"
11/2/2015,11/2/2015,Nonexempt,"76,138.83"
8/12/1996,12/15/2015,Nonexempt,"102,061.46"
11/2/2015,4/22/2024,Nonexempt,"83,129.76"
7/5/2022,7/5/2022,Nonexempt,"55,264.33"
9/15/2008,4/10/2021,Nonexempt,"77,240.54"
4/19/1999,2/4/2023,Nonexempt,"96,289.81"
7/8/2023,7/8/2023,Nonexempt,"53,942.20"
1/23/2008,8/2/2021,Nonexempt,"55,264.33"
9/15/2008,9/15/2008,Nonexempt,"78,042.19"
11/1/1993,7/8/2011,Exempt,"123,595.17"
7/8/2023,7/8/2023,Nonexempt,"53,942.20"
1/11/2010,1/11/2010,Nonexempt,"65,606.54"
7/8/2024,7/8/2024,Nonexempt,"46,396.00"
8/2/2021,8/2/2021,Nonexempt,"55,264.33"
1/23/2008,9/23/2008,Nonexempt,"70,609.02"
7/19/2004,1/19/2019,Nonexempt,"94,830.94"
7/8/2002,7/8/2002,Nonexempt,"75,993.28"
7/8/2023,7/8/2023,Nonexempt,"53,942.20"
1/10/2011,1/10/2011,Nonexempt,"65,606.54"
7/10/2000,8/8/2020,Nonexempt,"104,613.08"
1/8/2018,1/8/2018,Nonexempt,"65,731.94"
7/19/2004,7/19/2004,Nonexempt,"75,993.28"
7/8/2024,7/8/2024,Nonexempt,"46,396.00"
9/3/2019,9/3/2019,Nonexempt,"55,264.33"
1/7/2002,1/7/2002,Nonexempt,"75,993.28"
3/2/2019,3/2/2019,Nonexempt,"65,731.94"
10/10/2016,10/10/2016,Nonexempt,"60,957.87"
1/13/2014,2/6/2023,Nonexempt,"87,285.80"
3/20/2006,8/8/2020,Nonexempt,"99,572.54"
1/8/2018,1/8/2018,Nonexempt,"64,129.76"
8/12/1996,8/12/1996,Nonexempt,"75,993.28"
7/5/2022,7/5/2022,Nonexempt,"61,082.57"
7/18/2005,11/24/2018,Nonexempt,"87,285.80"
9/3/2019,9/3/2019,Nonexempt,"55,264.33"
7/8/2002,5/26/2016,Nonexempt,"92,517.80"
9/3/2019,9/3/2019,Nonexempt,"55,264.33"
1/8/2018,6/19/2021,Nonexempt,"55,264.33"
7/18/2005,11/9/2019,Nonexempt,"102,061.46"
1/8/2007,4/22/2023,Nonexempt,"109,843.96"
7/10/2000,2/5/2014,Nonexempt,"94,830.94"
2/23/2004,4/16/2024,Nonexempt,"92,517.80"
7/8/2023,7/8/2023,Nonexempt,"53,942.20"
7/10/2000,7/10/2000,Nonexempt,"92,893.32"
7/5/2022,7/5/2022,Nonexempt,"55,264.33"
7/10/2000,1/31/2024,Exempt,"114,838.60"
1/23/2008,9/23/2008,Nonexempt,"70,609.02"
7/5/2022,7/5/2022,Nonexempt,"55,264.33"
7/6/2020,7/6/2020,Nonexempt,"55,264.33"
7/5/2022,7/5/2022,Nonexempt,"55,264.33"
7/18/2005,7/18/2005,Nonexempt,"90,397.51"
8/2/2021,8/2/2021,Nonexempt,"55,264.33"
7/18/2005,6/8/2008,Nonexempt,"90,681.53"
7/18/2005,11/9/2019,Nonexempt,"94,830.94"
7/8/2024,7/8/2024,Nonexempt,"46,396.00"
1/23/2008,2/12/2022,Nonexempt,"92,517.80"
7/8/2002,11/9/2019,Nonexempt,"109,843.96"
7/8/2024,7/8/2024,Nonexempt,"46,396.00"
3/1/2004,3/1/2004,Nonexempt,"92,893.32"
9/3/2019,9/3/2019,Nonexempt,"64,129.76"
2/23/2004,6/13/2017,Nonexempt,"102,061.46"
1/11/2010,1/11/2010,Nonexempt,"78,042.19"
11/1/1993,10/23/2011,Nonexempt,"102,061.46"
7/6/2020,7/6/2020,Nonexempt,"64,129.76"
10/15/2018,3/16/2019,Nonexempt,"55,264.33"
7/8/2024,7/8/2024,Nonexempt,"46,396.00"
7/5/2022,7/5/2022,Nonexempt,"55,264.33"
7/6/2020,7/6/2020,Nonexempt,"55,264.33"
1/11/2010,1/11/2010,Nonexempt,"70,609.02"
7/8/2024,7/8/2024,Nonexempt,"46,396.00"
8/15/1997,6/23/2016,Nonexempt,"109,843.96"
10/10/1994,8/8/2005,Nonexempt,"112,590.06"
7/19/2004,7/19/2004,Nonexempt,"77,892.16"
9/3/2019,9/3/2019,Nonexempt,"55,264.33"
1/8/2018,1/8/2018,Nonexempt,"55,264.33"
9/3/2019,9/3/2019,Nonexempt,"55,264.33"
7/10/2000,3/6/2021,Nonexempt,"112,590.06"
8/12/1996,4/8/2008,Nonexempt,"86,333.00"
8/2/2021,8/2/2021,Nonexempt,"55,264.33"
7/6/2020,7/6/2020,Nonexempt,"55,264.33"
8/2/2021,8/2/2021,Nonexempt,"55,264.33"
8/18/1997,7/25/2010,Nonexempt,"77,892.16"
1/17/1996,3/31/2018,Nonexempt,"104,613.08"
7/8/2024,7/8/2024,Nonexempt,"46,396.00"
7/20/2020,7/20/2020,Nonexempt,"55,264.33"
7/6/2020,7/6/2020,Nonexempt,"55,264.33"
1/10/2011,4/22/2024,Nonexempt,"87,285.80"
4/19/1999,9/7/2024,Nonexempt,"92,893.32"
1/9/2012,5/6/2023,Nonexempt,"93,941.96"
1/5/2009,1/5/2009,Nonexempt,"83,992.99"
7/8/2023,7/8/2023,Nonexempt,"46,396.37"
11/2/2015,11/2/2015,Nonexempt,"65,955.86"
9/15/2008,8/4/2018,Nonexempt,"83,129.76"
8/12/1996,3/28/1997,Nonexempt,"86,333.00"
3/20/2006,3/20/2006,Nonexempt,"75,993.28"
10/15/2018,10/15/2018,Nonexempt,"55,264.33"
9/15/2008,7/29/2024,Nonexempt,"78,042.19"
1/8/2018,1/8/2018,Nonexempt,"55,264.33"
1/7/2002,1/7/2002,Nonexempt,"86,333.00"
3/2/2019,3/2/2019,Nonexempt,"65,731.94"
7/7/2014,7/7/2014,Nonexempt,"76,138.83"
7/8/2023,7/8/2023,Nonexempt,"53,942.20"
6/26/1995,1/19/2019,Nonexempt,"112,590.06"
4/8/2013,5/6/2023,Nonexempt,"93,941.96"
7/8/2024,7/8/2024,Nonexempt,"46,396.00"
11/23/2007,7/2/2010,Nonexempt,"65,606.54"
5/1/1984,12/15/2015,Nonexempt,"118,219.56"
7/6/2020,7/6/2020,Nonexempt,"55,264.33"
1/7/2013,1/7/2013,Nonexempt,"65,606.54"
1/10/2005,1/10/2005,Nonexempt,"81,944.08"
1/9/2012,1/9/2012,Nonexempt,"65,606.54"
7/8/2024,7/8/2024,Nonexempt,"46,396.00"
7/8/2024,7/8/2024,Nonexempt,"46,396.00"
7/6/2020,7/6/2020,Nonexempt,"55,264.33"
7/8/2024,7/8/2024,Nonexempt,"46,396.00"
7/5/2022,7/5/2022,Nonexempt,"55,264.33"
1/1/1986,5/15/1996,Nonexempt,"77,892.16"
7/6/2020,7/6/2020,Nonexempt,"64,129.76"
12/1/2014,12/1/2014,Nonexempt,"70,744.49"
9/3/2019,9/3/2019,Nonexempt,"61,082.57"
5/1/1981,5/15/1996,Nonexempt,"81,787.33"
9/3/2019,9/3/2019,Nonexempt,"55,264.33"
9/15/2008,9/15/2008,Nonexempt,"70,609.02"
8/12/1996,3/28/1997,Nonexempt,"81,787.33"
8/1/1994,3/28/1997,Nonexempt,"92,893.32"
4/8/2013,5/6/2023,Nonexempt,"75,356.22"
7/5/2022,7/5/2022,Nonexempt,"64,129.76"
7/8/2023,7/8/2023,Nonexempt,"53,942.20"
7/19/2004,7/19/2004,Nonexempt,"80,216.50"
9/17/2013,11/2/2015,Nonexempt,"76,138.83"
1/10/2011,1/10/2011,Nonexempt,"78,042.19"
4/19/1999,8/17/1999,Nonexempt,"77,892.16"
12/1/2014,12/1/2014,Nonexempt,"70,744.49"
1/25/1982,5/4/2024,Exempt,"195,201.00"
7/8/2024,7/8/2024,Nonexempt,"46,396.00"
7/6/2020,7/6/2020,Nonexempt,"65,731.94"
7/19/2004,7/19/2004,Nonexempt,"75,993.28"
8/12/1996,3/6/2021,Nonexempt,"104,613.08"
1/15/2003,1/15/2003,Nonexempt,"92,893.32"
7/21/2003,7/21/2003,Nonexempt,"75,993.28"
3/2/2019,3/2/2019,Nonexempt,"65,731.94"
7/7/2014,8/10/2024,Nonexempt,"75,356.22"
4/19/1999,8/17/1999,Nonexempt,"77,892.16"
1/8/2007,9/26/2007,Nonexempt,"65,606.54"
10/10/2016,10/10/2016,Nonexempt,"60,957.87"
7/8/2024,7/8/2024,Nonexempt,"46,396.00"
11/2/2015,11/2/2015,Nonexempt,"72,513.50"
7/7/2014,7/7/2014,Nonexempt,"60,957.87"
8/2/2021,8/2/2021,Nonexempt,"55,264.33"
1/10/2011,8/10/2024,Nonexempt,"83,129.76"
1/7/2013,8/11/2024,Nonexempt,"71,775.52"
1/16/1990,6/23/2004,Nonexempt,"90,397.51"
9/3/2019,8/10/2024,Nonexempt,"61,082.57"
9/26/2020,7/5/2022,Nonexempt,"55,264.33"
7/8/2023,7/8/2023,Nonexempt,"53,942.20"
7/8/2023,7/8/2023,Nonexempt,"53,942.20"
7/8/2002,8/23/2008,Nonexempt,"80,216.50"
7/8/2024,7/8/2024,Nonexempt,"46,396.00"
3/2/2019,3/2/2019,Nonexempt,"64,129.76"
3/2/2019,3/2/2019,Nonexempt,"65,731.94"
8/2/2021,8/2/2021,Nonexempt,"55,264.33"
7/6/2020,7/5/2022,Nonexempt,"55,264.33"
7/8/2024,7/8/2024,Nonexempt,"46,396.00"
4/20/2024,4/20/2024,Nonexempt,"46,588.80"
3/14/2020,12/19/2022,Exempt,"70,638.75"
12/2/1996,7/5/2022,Exempt,"175,950.00"
5/29/2007,11/6/2023,Nonexempt,"46,588.80"
10/16/2017,9/13/2022,Exempt,"82,718.88"
8/12/1996,3/11/2024,Exempt,"88,026.75"
9/7/2024,9/7/2024,Exempt,"53,000.00"
4/20/2024,4/20/2024,Nonexempt,"46,588.80"
2/13/2012,4/22/2024,Nonexempt,"46,588.80"
11/26/2012,1/23/2017,Nonexempt,"61,456.23"
11/14/2011,10/22/2022,Exempt,"136,930.50"
12/11/2017,10/1/2018,Nonexempt,"49,077.63"
2/23/2016,5/20/2023,Nonexempt,"46,589.49"
11/25/2013,3/6/2017,Exempt,"62,362.95"
10/13/2001,4/20/2024,Nonexempt,"46,588.80"
6/5/2017,2/27/2023,Exempt,"56,250.18"
8/24/1987,12/3/2022,Nonexempt,"50,624.00"
12/3/2022,7/13/2024,Exempt,"64,296.00"
1/27/2024,1/27/2024,Exempt,"46,588.80"
12/20/2010,9/18/2017,Exempt,"77,330.07"
2/12/2007,7/14/2010,Exempt,"91,192.60"
7/29/2024,7/29/2024,Exempt,"55,000.00"
4/20/2024,4/20/2024,Nonexempt,"46,588.80"
3/11/2023,3/11/2023,Nonexempt,"50,624.00"
9/3/2019,11/18/2023,Nonexempt,"46,588.80"
1/9/2017,2/14/2022,Nonexempt,"56,233.62"
4/20/2024,6/8/2024,Nonexempt,"46,588.80"
5/20/2023,5/20/2023,Nonexempt,"46,589.49"
11/18/2023,11/18/2023,Nonexempt,"46,588.80"
9/12/2022,11/6/2023,Nonexempt,"46,588.80"
4/6/2024,4/6/2024,Exempt,"72,450.00"
5/18/2024,5/18/2024,Nonexempt,"46,588.80"
12/2/2023,12/2/2023,Exempt,"46,588.80"
1/6/1997,11/4/2023,Exempt,"113,930.73"
6/23/2008,2/24/2024,Exempt,"47,415.99"
5/18/2008,11/6/2023,Nonexempt,"46,588.80"
